Gene1,Gene2
Foxa2,Cpt1a
Foxa2,Cul2
Foxa2,Ferd3l
Foxa2,G6pc
Foxa2,G6pc2
Foxa2,Gcg
Foxa2,Gli2
Foxa2,Hadh
Foxa2,Hcrt
Foxa2,Helt
Foxa2,Hhex
Foxa2,Hmgcs2
Foxa2,Il13
Foxa2,Il33
Foxa2,Il4
Foxa2,Lcn5
Foxa2,Lmx1a
Foxa2,Lmx1b
Foxa2,Map1b
Foxa2,Mchr1
Foxa2,Msx1
Foxa2,Muc2
Foxa2,Otx1
Foxa2,Otx2
Foxa2,Pdx1
Foxa2,Pgf
Foxa2,Reg3g
Foxa2,Sox17
Foxa2,Sox2
Foxa2,St18
Foxa2,Tbx1
Foxa2,Tle4
Foxa2,Vtn
Foxa2,Wnt7b
Foxa3,Cdx2
Foxc1,Cxcl12
Foxc1,Cxcr4
Foxc1,Dll4
Foxc1,Hey2
Foxc1,Msx2
Foxc1,Runx2
Foxc1,Snai1
Foxc1,Tbx1
Foxc2,Cxcr4
Foxc2,Dll4
Foxc2,Gja4
Foxc2,Hand1
Foxc2,Hey2
Foxc2,Itgb3
Foxc2,Tbx1
Foxd1,Lhb
Foxd1,Pgf
Foxd3,Grb2
Foxg1,Cdkn1a
Foxg1,Cdkn2b
Foxg1,Dmrt3
Foxg1,Dmrta1
Foxg1,Ebf2
Foxg1,Ebf3
Foxg1,Eya2
Foxg1,Serpine1
Foxh1,Gsc
Foxh1,Mef2c
Foxh1,Mixl1
Foxh1,Nodal
Foxh1,Smad2
Foxi1,Slc4a9
Foxj1,Amelx
Foxj1,Foxa1
Foxj3,Mef2c
Foxl1,Ccnd1
Foxl1,Wnt3a
Foxl1,Wnt7b
Foxl2,Fshb
Foxl2,Mc2r
Foxl2,Sf1
Foxm1,Axin2
Foxm1,Brip1
Foxm1,Cdh1
Foxm1,Cdkn2a
Foxm1,Ikbkb
Foxm1,Lama4
Foxm1,Lif
Foxm1,Myc
Foxm1,Mycn
Foxm1,Nfkb2
Foxm1,Nr4a2
Foxm1,Pou5f1
Foxm1,Prrc2a
Foxm1,Ptgs2
Foxm1,Pttg1
Foxm1,Scgb1a1
Foxm1,Sftpb
Foxm1,Sftpc
Foxm1,Snai1
Foxm1,Snai2
Foxm1,Socs3
Foxm1,Sox2
Foxm1,Stat3
Foxn1,Dsg4
Foxn1,Notch1
Foxn4,Dll4
Foxo1,Adipoq
Foxo1,Adipor1
Foxo1,Akt1
Foxo1,Alpl
Foxo1,Angpt2
Foxo1,Apoc3
Foxo1,Bax
Foxo1,Bcl2l11
Foxo1,Bglap2
Foxo1,Casp8
Foxo1,Ccl2
Foxo1,Ccl20
Foxo1,Ccnd1
Foxo1,Ccnd2
Foxo1,Ccng2
Foxo1,Ccr2
Foxo1,Ccr7
Foxo1,Cdkn1a
Foxo1,Cdkn1b
Foxo1,Edn1
Foxo1,Egr1
Foxo1,Fasl
Foxo1,Foxa2
Foxo1,Foxp3
Foxo1,Fshb
Foxo1,G6pc
Foxo1,Gck
Foxo1,Igfbp1
Foxo1,Ikzf1
Foxo1,Il7r
Foxo1,Ins2
Foxo1,Klf2
Foxo1,Lhb
Foxo1,Lpl
Foxo1,Mmp13
Foxo1,Myh7
Foxo1,Nos3
Foxo1,Ostn
Foxo1,Pck1
Foxo1,Pdk4
Foxo1,Pdx1
Foxo1,Pik3r1
Foxo1,Pparg
Foxo1,Ppargc1a
Foxo1,Runx2
Foxo1,Sell
Foxo1,Srebf1
Foxo1,Trib3
Foxo1,Trim63
Foxo3,Ccnd1
Foxo3,Ccnd2
Foxo3,Ccng2
Foxo3,Cdkn1b
Foxo3,Gadd45a
Foxo3,Lcn2
Foxo3,Nol3
Foxo3,Sirt1
Foxo3,Socs3
Foxo4,Anxa8
Foxo4,Bcl2l11
Foxo4,Ccnd1
Foxo4,Ccnd2
Foxo4,Gadd45a
Foxo4,Ppargc1a
Foxo4,Rbl2
Foxp1,Fgf16
Foxp1,Fgf17
Foxp1,Fgf20
Foxp1,Fgf3
Foxp1,Lhx3
Foxp1,Scgb1a1
Foxp2,Scgb1a1
Foxp2,Sftpc
Foxp2,Nkx2-1
Foxp3,Brca1
Foxp3,Ctla4
Foxp3,Erbb2
Foxp3,Ifng
Foxp3,Il17a
Foxp3,Il2
Foxp3,Il22
Foxp3,Il2ra
Foxp3,Nfkb1
Foxp3,Opn1sw
Foxp3,Skp2
Foxp3,Tnfrsf18
Foxq1,Cdh1
Foxq1,Mylk
Fus,Mdm2
Fus,Sod2
Gabpa,Chrne
Gabpa,Cox4i1
Gabpa,Cyp7b1
Gabpa,Il10
Gabpa,Il7r
Gabpa,Skp2
Gabpa,Sod3
Gabpb1,Sod3
Gata1,Ccna1
Gata1,Cdc6
Gata1,Cga
Gata1,Pf4
Gata1,Epb42
Gata1,Fcer1g
Gata1,Fli1
Gata1,Hbb-ar
Gata1,Itga2b
Gata1,Nfe2
Gata1,Spi1
Gata1,Sigmar1
Gata1,Tal1
Gata1,Tfdp2
Gata1,Usp17la
Gata1,Zbtb7a
Gata1,Zfp26
Gata2,Angpt2
Gata2,Cebpa
Gata2,Csf2
Gata2,Lyl1
Gata2,Nkx6-1
Gata2,Rc3h1
Gata2,Spi1
Gata2,Smad6
Gata2,Tac2
Gata2,Tshb
Gata3,Cdkn2c
Gata3,Cdx2
Gata3,Dlc1
Gata3,Erg
Gata3,Fgf10
Gata3,Foxp3
Gata3,Ifng
Gata3,Il10
Gata3,Il13
Gata3,Il24
Gata3,Il3
Gata3,Il4
Gata3,Il5
Gata3,Mycn
Gata3,Rag2
Gata3,Runx3
Gata3,Tbx21
Gata4,Adora1
Gata4,Amh
Gata4,Ankrd1
Gata4,Bmp4
Gata4,Ccnd2
Gata4,Dmrt1
Gata4,Epor
Gata4,Hesx1
Gata4,Hexim1
Gata4,Hhex
Gata4,Hspa5
Gata4,Id2
Gata4,Ifi204
Gata4,Lhx9
Gata4,Lrrc10
Gata4,Mef2c
Gata4,Myog
Gata4,Nkx2-5
Gata4,Nppa
Gata4,Nppb
Gata4,Spdef
Gata4,Star
Gata6,Bhlha15
Gata6,Cav1
Gata6,Cdx2
Gata6,Mylk
Gata6,Nkx2-1
Gata6,Nox1
Gata6,Ppp1r14a
Gata6,Rbpjl
Gata6,Sftpa1
Gata6,Sftpc
Gata6,Shh
Gata6,Spdef
Gata6,Tnnc1
Gata6,Ttf1
Gata6,Wnt7b
Gbx2,Lhx9
Gbx2,Lmo3
Gbx2,Otx2
Gbx2,Robo1
Gbx2,Shh
Gcfc2,Egfr
Gcgr,Crh
Gcgr,G6pc
Gcm2,Pth
Gfi1,Bak1
Gfi1,Bax
Gfi1,Cdkn1a
Gfi1,Cdkn2b
Gfi1,Elane
Gfi1,Gfi1b
Gfi1,Id2
Gfi1,Il7r
Gfi1,Spi1
Gfi1,Zbtb16
Gfi1b,Elf4
Gfi1b,Gfi1
Gfi1b,Gfi1b
Gfi1b,Meis1
Gfi1b,Rag1
Gfi1b,Rag2
Gfi1b,Rcor2
Gfi1b,Socs1
Gfi1b,Socs3
Gli1,Cdh1
Gli1,Foxm1
Gli1,Has2
Gli1,Nhlh1
Gli1,Pdgfra
Gli1,Pvr
Gli1,Runx2
Gli1,Runx3
Gli2,Ascl1
Gli2,Bmp2
Gli2,Fgf15
Gli2,Fkbp8
Gli2,Foxe1
Gli2,Gli1
Gli2,Hes1
Gli2,Ifitm5
Gli2,Myf5
Gli2,Ndp
Gli2,Pax3
Gli2,Ptch1
Gli2,Shh
Gli2,Sox8
Gli3,Fgf8
Gli3,Gli1
Gli3,Gli2
Gli3,Has2
Gli3,Myf5
Gli3,Nkx6-1
Gli3,Pitrm1
Gli3,Pvr
Gli3,Shh
Glis2,Ins2
Glis3,Neurog3
Gnrh1,Lhb
Grin1,Cox4i1
Gsc,Foxh1
Gsc,Gsc2
Gsc,Mixl1
Gsx2,Ppp1r1b
Gtf2a1,Prm1
Gtf2a1,Tnp1
Gtf2a2,Bglap
Gtf2b,Hspb1
Gtf2h1,Keap1
Gtf2i,Akap12
Gtf2i,Ccl7
Gtf2i,Ccnd1
Gtf2i,Cfdp1
Gtf2i,Csrp2
Gtf2i,Dlk1
Gtf2i,Folr1
Gtf2i,Fos
Gtf2i,Gsc
Gtf2i,Hspa5
Gtf2i,Id1
Gtf2i,Igh
Gtf2i,Nsd1
Gtf2i,Sec23a
Gtf2i,Tgfb2
Gtf2i,Tgfbr2
Gtf2ird1,Ccl7
Gtf2ird1,Csrp2
Gtf2ird1,Dlk1
Gtf2ird1,Folr1
Gtf2ird1,Tgfb2
Gtf2ird1,Tgfbr2
Gzf1,Hoxa10
Hand2,Dbh
Hand2,Dlx5
Hand2,Dlx6
Hand2,Msx1
Hand2,Phox2b
Hand2,Runx2
Havcr2,Nelfcd
Hbp1,Myod1
Hbp1,Myog
Hcfc1,Rb1
Hcls1,Ighg2b
Hdac1,Akap12
Hdac1,Ar
Hdac1,Bglap
Hdac1,Ccl5
Hdac1,Cd1d2
Hdac1,Cdc25a
Hdac1,Cdkn1a
Hdac1,Cdkn1b
Hdac1,Cebpb
Hdac1,Comp
Hdac1,Csn2
Hdac1,Fas
Hdac1,Fshr
Hdac1,Il6
Hdac1,Il12b
Hdac1,Jun
Hdac1,Nfkbia
Hdac1,Nfya
Hdac1,Nos2
Hdac1,Pparg
Hdac1,Ppp2ca
Hdac1,Rbl2
Hdac1,Reck
Hdac1,Rhox5
Hdac1,Sp1
Hdac1,Spp1
Hdac1,Star
Hdac1,Epcam
Hdac11,Il10
Hdac2,Bmp7
Hdac2,Ccl12
Hdac2,Ccne1
Hdac2,Cd1d2
Hdac2,Cdkn1a
Hdac2,Grm2
Hdac2,Nfkbia
Hdac2,Nos2
Hdac2,Smarca4
Hdac2,Star
Hdac3,Bcl2l1
Hdac3,Cdkn1b
Hdac3,Fos
Hdac3,Jun
Hdac3,Nfkbia
Hdac3,Nr4a2
Hdac3,Phlpp1
Hdac4,Runx2
Hdgf,Vegfa
Hdgf,Vegfb
Hes1,Ascl1
Hes1,Cdkn1b
Hes1,Cdkn1c
Hes1,Coro1a
Hes1,Htr1a
Hes1,Map2
Hes6,Hes1
Hes6,Htr1a
Hes7,Lfng
Hes7,Mesp2
Hesx1,Cga
Hesx1,Dnmt1
Hesx1,Fshb
Hesx1,Lhb
Hesx1,Pou1f1
Hesx1,Prop1
Hexim1,Ccnd1
Hexim1,Vegfa
Hey1,Gata4
Hey1,Gata6
Hey1,Id1
Hey1,Nppa
Hey1,Olig2
Hey1,Runx2
Hey2,Gata4
Hey2,Gata6
Hey2,Mmp10
Hey2,Nppa
Heyl,Nppa
Hgf,Met
Hhex,Esm1
Hic1,Atoh1
Hic1,Efna1
Hif1a,Fam162a
Hif1a,Bace1
Hif1a,Bsg
Hif1a,Cited2
Hif1a,Crebbp
Hif1a,Ctgf
Hif1a,Dll4
Hif1a,Epo
Hif1a,G6pc
Hif1a,Hey1
Hif1a,Hey2
Hif1a,Hmox1
Hif1a,Mdk
Hif1a,Mt1
Hif1a,Myocd
Hif1a,Pfkfb3
Hif1a,Ptgs2
Hif1a,Serpine1
Hif1a,Snai1
Hif1a,Tuft1
Hif1a,Vegfa
Hivep2,Bglap2
Hivep2,Pparg
Hlf,Abcb1a
Hlf,Epo
Hltf,Scgb3a1
Hlx,Il12a
Hlx,Il12b
Hmga1,Brca1
Hmga1,Insr
Hmga1,Rag2
Hmga1,Rbp4
Hmga2,Cdh1
Hmga2,Igf2bp2
Hmga2,Mia
Hmga2,Nfkb1
Hmga2,Nkx2-5
Hmga2,Snai1
Hmga2,Snai2
Hmga2,Twist1
Hmgb2,Runx2
Hmgn3,Slc2a2
Hnf1a,Bcl6
Hnf1a,Cldn2
Hnf1a,Crp
Hnf1a,Cyp1a2
Hnf1a,Cyp27a1
Hnf1a,Cyp2a5
Hnf1a,Cyp2b10
Hnf1a,Cyp2c29
Hnf1a,Cyp2d9
Hnf1a,Cyp2e1
Hnf1a,Cyp39a1
Hnf1a,Cyp3a11
Hnf1a,Cyp7a1
Hnf1a,Cyp7b1
Hnf1a,Cyp8b1
Hnf1a,Glb1
Hnf1a,Guca2a
Hnf1a,Il17a
Hnf1a,Kitl
Hnf1a,Lct
Hnf1a,Mgam
Hnf1a,Pax4
Hnf1a,Pck1
Hnf1a,Pkhd1
Hnf1a,Prdm1
Hnf1a,Rorc
Hnf1a,Slc6a19
Hnf1a,Slco1b2
Hnf1a,Soat2
Hnf1b,Egr2
Hnf1b,Kif12
Hnf1b,Mafb
Hnf1b,Onecut1
Hnf1b,Pde4c
Hnf1b,Pkhd1
Hnf1b,Socs3
Hnf4a,Acmsd
Hnf4a,Apoa4
Hnf4a,Apoc3
Hnf4a,Cdx2
Hnf4a,Cebpa
Hnf4a,Cebpb
Hnf4a,Cfb
Hnf4a,Csn2
Hnf4a,Cyp2a4
Hnf4a,Cyp2b9
Hnf4a,Cyp3a11
Hnf4a,Cyp3a41a
Hnf4a,Cyp4a12a
Hnf4a,Cyp4a12b
Hnf4a,Cyp7a1
Hnf4a,F12
Hnf4a,Foxa1
Hnf4a,Foxa2
Hnf4a,G6pc
Hnf4a,Gck
Hnf4a,Gstp1
Hnf4a,Gstp2
Hnf4a,Hmga2
Hnf4a,Lipc
Hnf4a,Onecut1
Hnf4a,Pck1
Hnf4a,Perp
Hnf4a,Pklr
Hnf4a,Ppara
Hnf4a,Ppargc1a
Hnf4a,Rare1
Hnf4a,Rare2
Hnf4a,Shbg
Hnf4a,Slc10a1
Hnf4a,Slc27a5
Hnf4a,Slc6a19
Hnrnpd,Cry1
Hnrnpd,Thy1
Hnrnpk,Slc1a2
Hoxa1,Epha2
Hoxa10,Dkk1
Hoxa10,Gata1
Hoxa10,Gfi1
Hoxa10,Hlf
Hoxa10,Mylk
Hoxa10,Phgdh
Hoxa10,Tdo2
Hoxa11,Myod1
Hoxa2,Meox1
Hoxa2,Pcp4
Hoxa2,Runx2
Hoxa2,Six2
Hoxa3,Hoxd3
Hoxa4,Th
Hoxa5,Igfbp1
Hoxa5,Th
Hoxa5,Trp53
Hoxa9,Erg
Hoxa9,Flt3
Hoxa9,Lmo2
Hoxa9,Myb
Hoxa9,Sox4
Hoxa9,Spp1
Hoxb1,Epha2
Hoxb1,Phox2b
Hoxb2,Hoxb1
Hoxb2,Phox2b
Hoxb3,Hoxb1
Hoxb4,Cd34
Hoxb4,Ptprc
Hoxb4,Rarb
Hoxb4,Sox4
Hoxb5,Foxd3
Hoxb8,Acta2
Hoxb8,Mylk
Hoxb8,Tagln
Hoxc13,Dsg4
Hoxc13,Foxq1
Hoxc13,Spi1
Hoxc6,Ncam1
Hoxc8,Clec10a
Hoxc8,Llgl1
Hoxc8,Nkd2
Hoxc8,Pcna
Hoxc8,Sgpp1
Hoxc8,Smad6
Hoxc8,Spp1
Hoxd13,Bmp4
Hoxd13,Runx2
Hr,Dlx3
Hsf1,Hspa1b
Hsf4,Hspb1
Hspb1,Cdkn1a
Htatip2,Igf1
Htatip2,Myc
Htatip2,Wisp2
Id1,Alpl
Id1,Bglap2
Id1,Cdkn1a
Id1,Cdkn2a
Id1,Ifng
Id1,Myod1
Id1,Rel
Id1,Rorc
Id1,Runx2
Id1,Thbs1
Id1,Tnf
Id2,Alpl
Id2,Bglap2
Id2,Ccna2
Id2,Col1a2
Id2,Tcf3
Id2,Il10
Id2,Lipe
Id2,Runx2
Id2,Spi1
Id2,Tpt1
Id2,Zbtb16
Id3,Adipoq
Id3,Alpl
Id3,Bglap2
Id3,Col1a2
Id3,Notch1
Id3,Runx2
Id3,Smarcc1
Id3,Vcam1
Id4,Esr1
Id4,Foxa1
Ifi204,Bglap2
Ifih1,Ifnb1
Ikbkb,Ccl19
Ikbkb,Cxcl10
Ikbkb,Cxcl11
Ikbkb,Cxcl2
Ikbkb,Cxcl9
Ikbkb,Cxcr4
Ikbkb,Nfkb1
Ikbkb,Nfkbia
Ikbkb,Ptgs2
Ikbkb,Rps6kb1
Ikbkb,Tnf
Ikbkb,Trp53
Ikzf1,Casz1
Ikzf1,Cd4
Ikzf1,Cd79a
Ikzf1,Fgfr4
Ikzf1,Igll1
Ikzf1,Il10
Ikzf1,Il2
Ikzf1,Il7r
Ikzf1,Myc
Ikzf1,Nos2
Ikzf1,Notch1
Ikzf1,Oprd1
Ikzf1,Oprk1
Ikzf1,Osr1
Ikzf1,Prom1
Ikzf1,Rag1
Ikzf2,Il2
Ikzf2,Rc3h1
Ikzf3,Igll1
Ikzf3,Myc
Il10,Foxc1
Il17a,Il1b
Il17a,Tnf
Il4,Itgb3
Ilf2,Acrv1
Ilf3,Acrv1
Ilf3,Ccne1
Ilf3,Il2
Ilk,Mmp9
Ing1,Dgcr8
Ing4,Trp53
Insm1,Gata2
Insm1,Lmx1b
Insm1,Pet1
Insm1,Tph2
Irf1,Ccl5
Irf1,Cdkn1a
Irf1,Cfb
Irf1,Ciita
Irf1,Cxcl10
Irf1,Cxcl11
Irf1,Foxp3
Irf1,Gbp2
Irf1,Hist2h4
Irf1,Ifnb1
Irf1,Ifng
Irf1,Il12a
Irf1,Il12b
Irf1,Il27
Irf1,Il4
Irf1,Mapk14
Irf1,Myd88
Irf1,Nos2
Irf1,Pigr
Irf1,Sell
Irf1,Socs1
Irf1,Tap1
Irf1,Tap2
Irf1,Tnf
Irf1,Upp1
Irf2,Cxcl11
Irf2,Hist2h4
Irf2,Ifnb1
Irf3,Hist2h4
Irf3,Ifna
Irf3,Ifna1
Irf3,Ifna4
Irf3,Ifnb1
Irf3,Il12a
Irf3,Il23a
Irf3,Pura
Irf3,Pvr
Irf3,Socs2
Irf3,Usp18
Irf4,Cdkn2b
Irf4,Cxcl9
Irf4,Il10
Irf4,Il1b
Irf4,Il4
Irf4,Il9
Irf4,Nfatc2
Irf4,Prdm1
Irf4,Runx3
Irf4,Spi1
Irf4,Zbtb20
Irf5,Ifi202b
Irf5,Prdm1
Irf6,Nectin4
Irf7,Hist2h4
Irf7,Ifna
Irf7,Ifna1
Irf7,Ifna4
Irf7,Ifnb1
Irf7,Ifnl3
Irf7,Nr1h4
Irf8,Abl1
Irf8,Bcr
Irf8,C1qb
Irf8,Cd8a
Irf8,Ccl5
Irf8,Cdkn2b
Irf8,Cflar
Irf8,Dab2
Irf8,Fancc
Irf8,Gas2
Irf8,Ifng
Irf8,Il12a
Irf8,Il12b
Irf8,Il1b
Irf8,Il27
Irf8,Il12
Irf8,Jak1
Irf8,Nf1
Irf8,Nos2
Irf8,Slc11a1
Irf8,Spi1
Irf8,Tlr11
Irf8,Tnf
Irf9,Ifnb1
Irf9,Irf7
Irf9,Mast1
Irf9,Ptf1a
Irx3,Gja1
Irx5,Kcnd2
Isl1,Arx
Isl1,Fgf10
Isl1,Mef2c
Isl1,Msx1
Isl1,Pbx1
Isl1,Pou4f2
Isl1,Tbx5
Jarid2,Ccnd1
Jarid2,Notch1
Jazf1,Mef2c
Jazf1,Myf6
Jdp2,Atf3
Jdp2,Ccna2
Jdp2,Dctn2
Jdp2,Trp53
Jmjd1c,Cyp17a1
Jun,Aldh1a1
Jun,Aldh3a1
Jun,Angpt2
Jun,Aqp5
Jun,Asah1
Jun,B4galnt1
Jun,Bcl3
Jun,Bmp2
Jun,C1qtnf3
Jun,Cat
Jun,Ccl12
Jun,Ccl2
Jun,Ccl5
Jun,Ccnd1
Jun,Ccnd2
Jun,Ccnd3
Jun,Cd14
Jun,Cdkn2a
Jun,Cebpd
Jun,Col10a1
Jun,Col3a1
Jun,Crh
Jun,Csf1r
Jun,Csf2
Jun,Ctse
Jun,Ctsk
Jun,Cxcl1
Jun,Cxcl15
Jun,Cxcl2
Jun,Cyp11a1
Jun,Cyp19a1
Jun,Dcstamp
Jun,Defb2
Jun,Dmtf1
Jun,Eno2
Jun,Esr1
Jun,Fam89b
Jun,Fgf7
Jun,Fos
Jun,Fosl1
Jun,Gast
Jun,Gclc
Jun,Gfap
Jun,Slc2a1
Jun,Gnrh1
Jun,Gnrhr
Jun,Hmgcr
Jun,Hmox1
Jun,Icam1
Jun,Ifng
Jun,Ifne
Jun,Igk
Jun,Il11
Jun,Il12b
Jun,Il1b
Jun,Il2
Jun,Il23a
Jun,Il24
Jun,Il27
Jun,Il3
Jun,Il4
Jun,Il6
Jun,Itga5
Jun,Ivl
Jun,Jdp2
Jun,Jun
Jun,Krt18
Jun,Lor
Jun,Maf
Jun,Mapk8
Jun,Met
Jun,Mir18b
Jun,Mir23a
Jun,Mmp12
Jun,Mmp13
Jun,Mmp19
Jun,Mmp2
Jun,Mmp3
Jun,Mmp7
Jun,Mmp9
Jun,Msr1
Jun,Myod1
Jun,Nacc1
Jun,Nck2
Jun,Nefl
Jun,Nfe2l2
Jun,Nfkb1
Jun,Ngf
Jun,Nos2
Jun,Nr3c1
Jun,Odc1
Jun,Pdk1
Jun,Pea15a
Jun,Penk
Jun,Phex
Jun,Plau
Jun,Plaur
Jun,Plin2
Jun,Ppp1r3b
Jun,Prdm1
Jun,Ptgs2
Jun,Ptpn4
Jun,Nectin2
Jun,Rab18
Jun,Relb
Jun,Serpinb5
Jun,Serpine1
Jun,Spi1
Jun,Sftpb
Jun,Sirt1
Jun,Slc8a1
Jun,Smurf1
Jun,Socs3
Jun,Spp1
Jun,Src
Jun,Srxn1
Jun,Star
Jun,Tbp
Jun,Tff2
Jun,Tgfb1
Jun,Tgm1
Jun,Timp1
Jun,Tnf
Jun,Tnfsf11
Jun,Tpr
Jun,Tpsab1
Jun,Trp53
Jun,Trp73
Jun,Twist1
Jun,Wee1
Jun,Slc39a14
Junb,Ccnd1
Junb,Ctsk
Junb,Foxp3
Junb,Il31
Junb,Il4
Junb,Mmp2
Junb,Myl9
Junb,Plau
Junb,Serpine1
Jund,Ccl5
Jund,Cyr61
Jund,Gcm2
Jund,Il11
Jund,Jun
Jund,Mmp2
Jund,Tcirg1
Kat2b,Gata4
Kat2b,Irs1
Kat2b,Mef2c
Kat2b,Myod1
Kat2b,Npr1
Kat5,Col2a1
Kat5,Nppa
Kat5,Pax6
Kat5,Sox9
Kat5,Tpt1
Kat5,Trp53
Kcnip3,Cacna1c
Kcnip3,Fos
Kcnip3,Grin1
Kcnip3,Hrk
Kcnip3,Ndor1
Kcnip3,Pdyn
Kcnip3,Slc8a3
Kcnip3,Tnfaip3
Kdm6b,Eomes
Keap1,Nfe2l2
Khdrbs1,Ece1
Klf1,Dnase2a
Klf1,Epb42
Klf1,Hbb
Klf1,Il12b
Klf1,Klf8
Klf10,Arntl
Klf10,Mycn
Klf10,Smad2
Klf11,Ins2
Klf12,Tfap2a
Klf13,Ccl5
Klf15,Acss1
Klf15,Clcnkb
Klf15,Mcm2
Klf15,Rbp3
Klf15,Rho
Klf16,Drd1
Klf16,Drd2
Klf16,Klf16
Klf2,Pparg
Klf2,Reln
Klf2,Sell
Klf2,Thbd
Klf3,Acta1
Klf3,Ckm
Klf3,Hbb-bh1
Klf3,Hbb-y
Klf3,Klf8
Klf3,Six4
Klf4,Agrp
Klf4,Bglap2
Klf4,Ccnd2
Klf4,Cdh1
Klf4,Cdkn2b
Klf4,Cebpb
Klf4,Dmp1
Klf4,Dspp
Klf4,Lefty1
Klf4,Muc5ac
Klf4,Nanog
Klf4,Nos2
Klf4,Ptgs2
Klf4,Rlim
Klf4,Serpine1
Klf4,Slurp1
Klf4,Snai2
Klf4,Sprr2a1
Klf4,Tsix
Klf5,Egr1
Klf5,Ltf
Klf5,Mcm2
Klf5,Nanog
Klf5,Nos2
Klf5,Pdgfa
Klf5,Pou5f1
Klf5,Runx2
Klf5,Serpine1
Klf5,Tcl1
Klf5,Vegfa
Klf6,Asah1
Klf6,Cdkn1a
Klf6,Pttg1
Klf6,Serpinh1
Klf7,Ntrk1
Klf8,Mmp14
Klf9,Txnrd2
Kpna2,Klf2
Kpna2,Klf4
Lbx1,Lmx1a
Lbx1,Pax3
Lbx1,Satb2
Ldb1,Arx
Ldb1,Bmp7
Ldb1,Epb42
Ldb1,Fgf10
Ldb1,Glp1r
Ldb1,Igf1
Ldb1,Lhx6
Ldb1,Mafa
Ldb1,Nlrp2
Ldb1,Runx1
Ldb1,Tcf3
Ldb2,Fgf10
Lef1,Cox2
Lef1,Ccl7
Lef1,Cdh1
Lef1,Cdx4
Lef1,Col11a1
Lef1,Col2a1
Lef1,Ctnnb1
Lef1,Dkk1
Lef1,Dll1
Lef1,Dsg4
Lef1,Elane
Lef1,Fgf18
Lef1,Foxj1
Lef1,Hes7
Lef1,Il13
Lef1,Il4
Lef1,Il5
Lef1,Lrp5
Lef1,Mesp1
Lef1,Mmp13
Lef1,Mmp7
Lef1,Msx2
Lef1,Ncam1
Lef1,Neurog1
Lef1,Ovol1
Lef1,Pou1f1
Lef1,Pou5f1
Lef1,Ptgs2
Lef1,Rag2
Lef1,Runx2
Lef1,Tcf3
Lef1,Zbtb16
Lhx2,Cga
Lhx2,Olfr151
Lhx2,Rarres2
Lhx2,Rax
Lhx2,Rig1
Lhx2,Robo2
Lhx2,Tshb
Lhx3,Cga
Lhx9,Rig1
Lmo2,Epb42
Lmo2,Erg
Lmo2,Gypa
Lmo2,Runx1
Lmo4,Bmp7
Lmo7,Myf5
Lmo7,Myod1
Lmo7,Pax3
Lmx1b,Fgf8
Lmx1b,Nphs2
Lmx1b,Pax2
Lmx1b,Pet1
Lmx1b,Tph2
Lmx1b,Wnt1
Lyl1,Erg
Maf,Ccnd2
Maf,Cryaa
Maf,Cryab
Maf,Gcg
Maf,Il4
Maf,Maf
Maf,Pdx1
Maf,Trp53
Mafa,G6pc2
Mafa,Glp1r
Mafa,Ins2
Mafa,Nkx6-1
Mafa,Nrf1
Mafa,Pcsk1
Mafa,Pcx
Mafa,Pdx1
Mafa,Slc2a2
Mafb,Cd5l
Mafb,Hoxa3
Mafb,Mmp12
Mafb,Nrf1
Mafb,Pth
Mafg,Nqo1
Mafg,Nrf1
Mafk,Hmox1
Mafk,Nqo1
Mafk,Nrf1
Map3k7,Nfkb1
Mapk1,Egr1
Mapk14,Egr1
Max,Atxn3
Max,Bax
Max,Cad
Max,Ccnb1
Max,Cebpd
Max,Odc1
Max,Trp53
Maz,Clcnkb
Maz,Htr1a
Maz,Rag2
Maz,Sp4
Mbd1,Fgf2
Mbd1,Htr2c
Mbd2,Oprd1
Mbd3,Cdk2
Mcm3,Il4
Mcm6,Cd40
Mdm2,Trp53
Mdm4,Trp53
Mecp2,Aff1
Mecp2,Ddc
Mecp2,Dlk1
Mecp2,Eya2
Mecp2,Fkbp5
Mecp2,Fxyd1
Mecp2,Igfbp3
Mecp2,Irak1
Mecp2,Mobp
Mecp2,Oprm1
Mecp2,Per1
Mecp2,Per2
Mecp2,Plagl1
Mecp2,Prodh
Mecp2,S100a9
Mecp2,Slc2a3
Med1,Crabp1
Med1,Fam89b
Med1,Pparg
Med23,Cd52
Med23,Egr1
Med23,Egr2
Med6,Fabp4
Med8,Fabp4
Mef2a,Cox6a1
Mef2a,Dpf3
Mef2a,Mef2a
Mef2a,Mmp10
Mef2a,Nrf1
Mef2a,Ppargc1a
Mef2a,Slc2a4
Mef2c,Ampd1
Mef2c,Bglap
Mef2c,Bglap2
Mef2c,Calr
Mef2c,Capn2
Mef2c,Ckm
Mef2c,Des
Mef2c,Dlx5
Mef2c,Dlx6
Mef2c,Frzb
Mef2c,Hand2
Mef2c,Hdac4
Mef2c,Il10
Mef2c,Il1rn
Mef2c,Jun
Mef2c,Myh4
Mef2c,Myh1
Mef2c,Myog
Mef2c,Myom1
Mef2c,Myom2
Mef2c,Myom3
Mef2c,Myoz2
Mef2c,Rgr
Mef2c,Rho
Mef2c,Runx2
Mef2c,Sfrp2
Mef2c,Socs2
Mef2c,Sp7
Mef2d,Atm
Mef2d,Myh1
